,name,rating,review
1410,Keventers - The Original Milkshake,5.0,he shakes and sundaes are amazing and you will have a tough time choosing your favourite one from the tempting list I had the classic cold coffee and retro romance sundae which had a chocolate brownie with vanilla ice cream n some choco chips with some chocolate sauce  The staff was really friendly helpful and polite The space was neat and clean Will definitely visit the place again very soon
1411,Keventers - The Original Milkshake,5.0,mazing
1412,Keventers - The Original Milkshake,4.0,Great options for late night ice cream and thick shake cravings late at night only chocolaty options available though Although prompt delivery the ice creams melted by the time they reached me
1413,Keventers - The Original Milkshake,4.0,Keventers is just the oldest and the coolest shakes of all over the india from there my favorite was kikat an bubblegum shakes
1414,New Kwality Ice Cream Parlour,3.0,Ordered 3 ice cream bricks and the sad part was that restaurant didnt pack it They just give all 3 in a disposable carry bag very much disappointed Taste was ok for the price
1415,New Kwality Ice Cream Parlour,2.0,
1416,New Kwality Ice Cream Parlour,4.0,
1417,New Kwality Ice Cream Parlour,5.0,this is one of the best ice cream place in town Do not miss their kasata and kulhar kulfi  love it They also have some other classics ice cream flavours like American nut tuty fruity that my family likes
1418,New Kwality Ice Cream Parlour,3.0,Ordered Kesar Pista icecream from here The price was quoted Rs 105 However upon delivery I was charged Rs 130 I was charged for delivery too which was not mentioned earlier Icecream was slightly melting though delivery was quick
1419,Delight Cakes,5.0,Best online cake delivery service in Allahabad you can order cake online or simply call to customer service and place your order cakes are fresh and yummy
1420,El Chico Pastry Shop,5.0,
1421,El Chico Pastry Shop,5.0,
1422,El Chico Pastry Shop,5.0,Love it
1423,El Chico Pastry Shop,5.0,
1424,El Chico Pastry Shop,5.0,l Chico is perhaps the oldest fine dine restaurant of the city Both the old restaurant and the cafe serve excellent food although they are slightly heavy on the pocket New Elchico in town near Golpark chawraha Meerapur
1425,The Baker's Table,1.0,Bhul ke bhi kbhi order Mt krnabasi aur smell krta hua cake dete hai
1426,The Baker's Table,5.0,he cakes and pastries are absolutely amazing The products are fresh and have a great taste A prefect place for cake lovers
1427,The Baker's Table,5.0,
1428,The Baker's Table,1.0,Yekdam bakwas shop hai sahi se saale baat bhi nhi krte hain aur sahi location par nhi aate Maine online payment kiya cake ke liye saale lekar hi nhi aaye mera paisa kha gaye
1429,The Baker's Table,3.0,he Cakes and Pastries are just mouth watering I bought cakes from here which were just yummm and liked by all Sweetness and Softness of cakes were amazing
1430,Real Cake Place,4.0,asty cakes good servicing and rlly nice place the decoration hunts the attraction of people except this many kinds of things to buy is here try this go now
1431,Real Cake Place,1.0,eally substandard pastries  The higher priced ones are the worst Cream rolls are soggy n cherry Better to skip this shop  Prices like good ones but quality not like them
1432,Live Ice Cream Rolls,5.0,
1433,Live Ice Cream Rolls,4.0,I guess this is the first place to serve stir fry ice cream The making of live ice cream rolls really fascinates me Somewhere around in Feb I visited this parlor and it has remained the same They serve ice cream rolls which are very flavorful and the quantity is good You will also find waffles shakes and cooler on their menu Everything is pocket friendly and the staff is quick  The place is tiny so if you want to sit you can use their restaurant section Tandoor
1434,Live Ice Cream Rolls,5.0,So finally a perfect ice cream parlor which is having a ton of variety of ice cream and shakes which tastes really really good Such a wonderful parlor it is 5 out of 5
1435,Cream Bell Scoopers,5.0,
1436,Cream Bell Scoopers,3.0,One should definitely try Black Forest Icecream I have had Kulfi Sundae and Icecream here who can dislike Cream Bell 
1437,Cream Bell Scoopers,4.0,his outlet situated near Goli vada pao at meerapur Having all moods of coldness Indoor sitting also available Good place for chilling with friends and family
1438,Ice Cream Works,4.0,his parlour is within the premises of Brew  Bakes itself I have tried the regular butterscotch and the chocolate to die for in the black range I am a huge fan of chocolate icecreams Loved the chocolate flavour
1439,Shivam Sweets,5.0,
1440,Delight - The Pastry Shop,5.0,
1441,Delight - The Pastry Shop,5.0,
1442,Delight - The Pastry Shop,4.0,
1443,Delight - The Pastry Shop,4.0,
1444,Delight - The Pastry Shop,5.0,
1445,Live Icecream Rolls,5.0,
1446,Live Icecream Rolls,5.0,
1447,Live Icecream Rolls,3.0,he urge of having a cold n creamy beverage can be satisfied with only creamy icecream rolls tandoor serves tasty cold and creamy icecream You feel so delighted n refreshed after having such dish A must visit place in Allahabad  Follow  Exoticflavours
1448,Live Icecream Rolls,5.0,he place offers a good range of basic flavours to choose from for the ice cream rollsthe service is also quick The ice cream rolls are delicious and best as a desert
1449,Live Icecream Rolls,5.0,hey have got many flavours in their menu and they make really amazing ice cream rolls We tried nutella ice cream roll and it was delicious A must visit place
1450,Baskin Robbins,1.0,Online services are really bad you will get wrong order and less quantity after all this shit they will not even pick your phone most importantly think before ordering you will get milk shake not ice cream
1451,Baskin Robbins,4.0,Lots of variety of icecreams having unique flavours We ordered regular cone of timeless and delightAs the name taste was uniqueNo sitting availableLocated in Pvr vinayak mall in ground near backside of lift areaMust try
1452,Baskin Robbins,4.0,his dessert parlor is situated in vcc mall on the ground floor which serves a great quality of ice creams which almost attracts every passerby 
1453,Baskin Robbins,3.5,In the heart of Civil Lines  this parlour beckons all for a sweet cold treat to your taste buds  Since its expensive  the sales are not really happening and some flavours taste stale  The guy at the counter suggested a flavour which he didnt know how to pronounce and neither it had a tag However  we ordered it and enjoyed it
1454,Baskin Robbins,3.0,Its more like a stall of baskin Robbins than an actual store Ice cream is great but extremely overpriced Hardly any seating arrangements and the cashiers are unfriendly Take nothing away from the ice cream though Its amazing
1455,Vadilal Scoop Shop,3.0,Please add picture of icecreamwe get confused aboutt the size of icecreami ordered choclate chips icecreamand the quantity is very less
1456,Vadilal Scoop Shop,5.0,Perfect hangout place  Just loved this place since its opening  Hours of gossips can be done here  Many Friends have their addda here basically and especially when you look around the exam time scenes are just osum Well this is hostel life but aise bhi this place is must visit place 
1457,Vadilal Scoop Shop,5.0,It is the best ice cream shop in the town best taste and better servings It is a must visit place They are specialy good for their ice cream cake
1458,Naturelo,3.0,Best ice cream shop in Allahabad I have tried to tender coconut Malai korma chikoo blackcurrantall of them were very tasty  natural too as the name suggestone must try this ice cream parlour at least once
1459,Naturelo,5.0,s the name suggests the ice creams here taste super natural I tried the red velvet bubble gum and Cookie Monster flavors and they taste awesome The interiors are super cute and its a must try dessert parlor
1460,Naturelo,5.0,ried the red velvet oreo and malai korma flavours Both were pretty good Ice cream is creamy and smooth They have a variety of flavours as well However adding more fruit flavours would get it a big thumbs up Will visit again
1461,Naturelo,4.0,s the name suggests they offer natural ice cream I had their Red Velvet Oreo and Cookie Monster in a Waffle Cone both were good but Red Velvet Oreo stole the limelight They have a little counter but there isnt any seating arrangement But thats okay unless you want to sit and eat icecream All Flavours are priced at 129 and 10 for waffle cone It is located beside Fabindia showroom
1462,Naturelo,5.0,Visited this parlour in the evening along with my friends They have a very cute counter alongside fabindia Ordered a couple of ice creams with the waffle cone and the red velvet Oreo took my heart away Its way too delicious other flavours like chocolate butter scotch were good too It feels very authentic and blended to perfection  The person at the counter is still learning how to do things but the management is swift enough to address the concerns
1463,Baskin Robbins,5.0,BR means World for ice cream lovers Each and Every Flavor of Baskin Robbins is just delightful Till date I had all the 31 flavors of BR but mine favourites are Caramel Turtle Chocolate Chip Chocolate Mousse Royale Strawberry Cheesecake Caramel Chocolate Crunch I love all 31 flavors mainly
1464,Kareli Amul Ice Cream,3.0,Good place for ice cream lover Very nice and silent place to eat icecream and sharing with each other for friends and couple both I love Icecream in chocolate flavour
1465,Cream Bell Scoopers,4.0,his brand has multiple outlets all around Prayagraj so does this one You can get all the flavours and items here Cream Bell Scoopers is fine brand and their icecreams really set up a benchmark of quality
1466,Baskin Robbins,5.0,
1467,Softy Corner,1.0,We didnt recived our meal as per our order and they werent polite with our complaintvery bad serviceone of the very bad resturant of allahabad
1468,Softy Corner,3.0,Quite old place and i have been going their since my childhood   They serve cold coffee with the choice of your ice it may be either vanilla or chocolate  With time they have degraded the quality of their cold coffee 
1469,Softy Corner,3.0,Variety is much enough to choose people  Iccrm needed after shopping at Kolkata bazar Come to this place  One time go is must  Get going foodies 
1470,Softy Corner,3.0,It was okey not very much tasty There is some problem to delivering food from civil lines to here because of location if any consumer mention hisher address so deliver food to hisher address without making calls Thanks and regards Danish Ansari
1471,Softy Corner,4.0,I think Softy corner is a goto place for ice cream lovers for the city dwellers since ages I had visited this place innumerable times The shakes and ice creams are awesome The joint is a steal for the money I loveeee this corner Whenever I visit my city I never forget to drop in to this place Grab an ice cream and a shake and enjoy
1472,Shanti Kulfi,4.0,Kulfi taste awesome 
1473,Shanti Kulfi,3.0,
1474,Shanti Kulfi,4.0,Kulfi is my favourite dish when its comes to dessert  Had kulfi faluda payala half and mango shake Mango shake was average but loved their kulfi faluda Price is also pocket friendly
1475,Shanti Kulfi,3.0,Had heard a lot about this place So finally paid a visit As it was late in the evening there were plastic chairs and tables laid outside The staff was old in age though courteous Ordered half plate Falooda Kulfi for Rs 35 Malai Kulfi for Rs 50 and milk badam for Rs 30 Falooda Kulfi was nothing great Liked Malai Kulfi more And milk badam was quite good for the price Perfectly chilled with good amount of nuts Definitely visiting again very soon
1476,Shanti Kulfi,4.0,If you are a kulfi lover then its a must visit place for you Specially faluda kulfi its their speciality In totally  Taste  55 Ambiance  25 Rates  45 Hygiene  35
1477,Dinshaw's Ice Cream,4.0,Small kiosk of dinshaw ice cream outside Prayag Hotel Now a days they are selling coffee too lol They dont accept card so youll need to pay in cash
1478,Mohit Cafe,4.0,I ate this mayo patty at mohit cafe katra market And its too good i love it Im not big fan of patties  but this one is different It fresh soft and full of mayo with veggies RECOMMENDED 
1479,Mohit Cafe,1.0,
1480,Mohit Cafe,2.0,
1481,Mohit Cafe,5.0,Good milkshake bhout types ki varity h aur pocket pr bhi light h best milkshake is strawberry milkshake small place by a good one in Allahabad located in main market in karta Allahabad
1482,Mohit Cafe,4.0,Pocket Friendly cafe and quality products are available here this place not only gives fresh Shakes Juice Lassi but also Cakes Pastries and Chocolates also I loved the banana shake here and Lassi available here
1483,Bombay Fruit Cream,5.0,
1484,Bombay Fruit Cream,5.0,I tried their special fruit cream and the Normal fruit cream Special fruit cream  35  one of the best and very delicious Normal fruit cream  25 was very good in taste and worth trying  I will recommend you to try special fruit cream as it is full of dry fruits
1485,Bombay Fruit Cream,4.0,I must say best Fruit Ice cream of Prayagraj eating since childhoodMilk badam is thete new add on fir refreshing in SummerAdjacent to my residence so alk relatives always ask for there Fruit Ice Cream
1486,Samrat Dehati Rasgulla,1.0,
1487,Samrat Dehati Rasgulla,1.0,                            
